route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
511-331,230501-MULTI-Weekday-05,23006101-230501-MULTI-Weekday-05,"511 ZUM STEELES EASTBOUND",0,1005621,5110039,1,1
511-331,230501-MULTI-Weekday-05,23006102-230501-MULTI-Weekday-05,"511 ZUM STEELES EASTBOUND",0,1005641,5110039,1,1
511-331,230501-MULTI-Weekday-05,23006103-230501-MULTI-Weekday-05,"511 ZUM STEELES EASTBOUND",0,1005621,5110039,1,1
511-331,230501-MULTI-Weekday-05,23006104-230501-MULTI-Weekday-05,"511C ZUM STEELES WEST",1,1005738,5110043,1,1
511-331,230501-MULTI-Weekday-05,23006105-230501-MULTI-Weekday-05,"511C ZUM STEELES WEST",1,1005633,5110043,1,1
511-331,230501-MULTI-Weekday-05,23006106-230501-MULTI-Weekday-05,"511 ZUM STEELES WESTBOUND",1,1005626,5110044,1,1
511-331,230501-MULTI-Weekday-05,23006107-230501-MULTI-Weekday-05,"511C ZUM STEELES WEST",1,1005634,5110043,1,1
511-331,230501-MULTI-Weekday-05,23006108-230501-MULTI-Weekday-05,"511 ZUM STEELES WESTBOUND",1,1005621,5110044,1,1
511-331,230501-MULTI-Weekday-05,23006109-230501-MULTI-Weekday-05,"511C ZUM STEELES EAST",0,1005741,5110038,1,1
511-331,230501-MULTI-Weekday-05,23006110-230501-MULTI-Weekday-05,"511C ZUM STEELES EAST",0,1005632,5110038,1,1
511-331,230501-MULTI-Weekday-05,23006113-230501-MULTI-Weekday-05,"511C ZUM STEELES WEST",1,1005622,5110043,1,1
511-331,230501-MULTI-Weekday-05,23006114-230501-MULTI-Weekday-05,"511 ZUM STEELES EASTBOUND",0,1005737,5110039,1,1
511-331,230501-MULTI-Weekday-05,23006115-230501-MULTI-Weekday-05,"511C ZUM STEELES WEST",1,1005640,5110043,1,1
511-331,230501-MULTI-Weekday-05,23006116-230501-MULTI-Weekday-05,"511C ZUM STEELES WEST",1,1005622,5110043,1,1
511-331,230501-MULTI-Weekday-05,23006117-230501-MULTI-Weekday-05,"511 ZUM STEELES WESTBOUND",1,1005629,5110044,1,1
511-331,230501-MULTI-Weekday-05,23006118-230501-MULTI-Weekday-05,"511C ZUM STEELES EAST",0,1005622,5110038,1,1
511-331,230501-MULTI-Weekday-05,23006119-230501-MULTI-Weekday-05,"511 ZUM STEELES WESTBOUND",1,1005627,5110044,1,1
511-331,230501-MULTI-Weekday-05,23006120-230501-MULTI-Weekday-05,"511C ZUM STEELES EAST",0,1005622,5110038,1,1
511-331,230501-MULTI-Weekday-05,23006121-230501-MULTI-Weekday-05,"511 ZUM STEELES EASTBOUND",0,1005736,5110039,1,1
511-331,230501-MULTI-Weekday-05,23006122-230501-MULTI-Weekday-05,"511 ZUM STEELES EASTBOUND",0,1005623,5110039,1,1
511-331,230501-MULTI-Weekday-05,23006123-230501-MULTI-Weekday-05,"511 ZUM STEELES EASTBOUND",0,1005740,5110039,1,1
511-331,230501-MULTI-Weekday-05,23006124-230501-MULTI-Weekday-05,"511 ZUM STEELES WESTBOUND",1,1005632,5110044,1,1
511-331,230501-MULTI-Weekday-05,23006125-230501-MULTI-Weekday-05,"511 ZUM STEELES WESTBOUND",1,1005623,5110044,1,1
511-331,230501-MULTI-Weekday-05,23006126-230501-MULTI-Weekday-05,"511A ZUM STEELES WEST",1,1005642,5110042,1,1
511-331,230501-MULTI-Weekday-05,23006127-230501-MULTI-Weekday-05,"511 ZUM STEELES WESTBOUND",1,1005741,5110044,1,1
511-331,230501-MULTI-Weekday-05,23006128-230501-MULTI-Weekday-05,"511C ZUM STEELES EAST",0,1005738,5110038,1,1
511-331,230501-MULTI-Weekday-05,23006129-230501-MULTI-Weekday-05,"511C ZUM STEELES EAST",0,1005634,5110038,1,1
511-331,230501-MULTI-Weekday-05,23006132-230501-MULTI-Weekday-05,"511C ZUM STEELES WEST",1,1005624,5110043,1,1
511-331,230501-MULTI-Weekday-05,23006133-230501-MULTI-Weekday-05,"511C ZUM STEELES EAST",0,1005624,5110038,1,1
511-331,230501-MULTI-Weekday-05,23006134-230501-MULTI-Weekday-05,"511A ZUM STEELES WEST",1,1005641,5110042,1,1
511-331,230501-MULTI-Weekday-05,23006135-230501-MULTI-Weekday-05,"511A ZUM STEELES WEST",1,1005624,5110042,1,1
511-331,230501-MULTI-Weekday-05,23006136-230501-MULTI-Weekday-05,"511C ZUM STEELES EAST",0,1005624,5110038,1,1
511-331,230501-MULTI-Weekday-05,23006137-230501-MULTI-Weekday-05,"511C ZUM STEELES EAST",0,1005633,5110038,1,1
511-331,230501-MULTI-Weekday-05,23006141-230501-MULTI-Weekday-05,"511 ZUM STEELES EASTBOUND",0,1005625,5110039,1,1
511-331,230501-MULTI-Weekday-05,23006142-230501-MULTI-Weekday-05,"511 ZUM STEELES WESTBOUND",1,1005625,5110044,1,1
511-331,230501-MULTI-Weekday-05,23006143-230501-MULTI-Weekday-05,"511A ZUM STEELES WEST",1,1005634,5110042,1,1
511-331,230501-MULTI-Weekday-05,23006144-230501-MULTI-Weekday-05,"511A ZUM STEELES WEST",1,1005622,5110042,1,1
511-331,230501-MULTI-Weekday-05,23006145-230501-MULTI-Weekday-05,"511A ZUM STEELES EAST",0,1005624,5110037,1,1
511-331,230501-MULTI-Weekday-05,23006151-230501-MULTI-Weekday-05,"511 ZUM STEELES EASTBOUND",0,1005617,5110039,1,1
511-331,230501-MULTI-Weekday-05,23006152-230501-MULTI-Weekday-05,"511 ZUM STEELES WESTBOUND",1,1005617,5110044,1,1
511-331,230501-MULTI-Weekday-05,23006153-230501-MULTI-Weekday-05,"511A ZUM STEELES EAST",0,1005642,5110037,1,1
511-331,230501-MULTI-Weekday-05,23006154-230501-MULTI-Weekday-05,"511A ZUM STEELES EAST",0,1005622,5110037,1,1
511-331,230501-MULTI-Weekday-05,23006155-230501-MULTI-Weekday-05,"511A ZUM STEELES WEST",1,1005736,5110042,1,1
511-331,230501-MULTI-Weekday-05,23006160-230501-MULTI-Weekday-05,"511A ZUM STEELES WEST",1,1005624,5110042,1,1
511-331,230501-MULTI-Weekday-05,23006161-230501-MULTI-Weekday-05,"511A ZUM STEELES EAST",0,1005634,5110037,1,1
511-331,230501-MULTI-Weekday-05,23006163-230501-MULTI-Weekday-05,"511A ZUM STEELES WEST",1,1005622,5110042,1,1
511-331,230501-MULTI-Weekday-05,23006164-230501-MULTI-Weekday-05,"511A ZUM STEELES EAST",0,1005736,5110037,1,1
511-331,230501-MULTI-Weekday-05,23006165-230501-MULTI-Weekday-05,"511 ZUM STEELES WESTBOUND",1,1005618,5110044,1,1
511-331,230501-MULTI-Weekday-05,23006168-230501-MULTI-Weekday-05,"511A ZUM STEELES WEST",1,1005634,5110042,1,1
511-331,230501-MULTI-Weekday-05,23006169-230501-MULTI-Weekday-05,"511 ZUM STEELES EAST-GTT",0,1005619,5110041,1,1
511-331,230501-MULTI-Weekday-05,23006170-230501-MULTI-Weekday-05,"511A ZUM STEELES EAST",0,1005624,5110037,1,1
511-331,230501-MULTI-Weekday-05,23006173-230501-MULTI-Weekday-05,"511A ZUM STEELES WEST",1,1005736,5110042,1,1
511-331,230501-MULTI-Weekday-05,23006174-230501-MULTI-Weekday-05,"511 ZUM STEELES EAST-GTT",0,1005620,5110041,1,1
511-331,230501-MULTI-Weekday-05,23006175-230501-MULTI-Weekday-05,"511A ZUM STEELES EAST",0,1005622,5110037,1,1
511-331,230501-MULTI-Weekday-05,23006176-230501-MULTI-Weekday-05,"511 ZUM STEELES WESTBOUND",1,1005620,5110045,1,1
511-331,230501-MULTI-Weekday-05,23006179-230501-MULTI-Weekday-05,"511A ZUM STEELES WEST",1,1005624,5110042,1,1
511-331,230501-MULTI-Weekday-05,23006180-230501-MULTI-Weekday-05,"511A ZUM STEELES EAST",0,1005634,5110037,1,1
511-331,230501-MULTI-Weekday-05,23006181-230501-MULTI-Weekday-05,"511A ZUM STEELES WEST",1,1005622,5110042,1,1
511-331,230501-MULTI-Weekday-05,23006182-230501-MULTI-Weekday-05,"511A ZUM STEELES EAST",0,1005736,5110037,1,1
511-331,230501-MULTI-Weekday-05,23006183-230501-MULTI-Weekday-05,"511 ZUM STEELES WESTBOUND",1,1005615,5110045,1,1
511-331,230501-MULTI-Weekday-05,23006186-230501-MULTI-Weekday-05,"511A ZUM STEELES WEST",1,1005634,5110042,1,1
511-331,230501-MULTI-Weekday-05,23006187-230501-MULTI-Weekday-05,"511A ZUM STEELES EAST",0,1005624,5110037,1,1
511-331,230501-MULTI-Weekday-05,23006188-230501-MULTI-Weekday-05,"511 ZUM STEELES EAST-GTT",0,1005616,5110041,1,1
511-331,230501-MULTI-Weekday-05,23006192-230501-MULTI-Weekday-05,"511A ZUM STEELES WEST",1,1005736,5110042,1,1
511-331,230501-MULTI-Weekday-05,23006193-230501-MULTI-Weekday-05,"511A ZUM STEELES EAST",0,1005622,5110037,1,1
511-331,230501-MULTI-Weekday-05,23006194-230501-MULTI-Weekday-05,"511 ZUM STEELES WESTBOUND",1,1005613,5110045,1,1
511-331,230501-MULTI-Weekday-05,23006195-230501-MULTI-Weekday-05,"511A ZUM STEELES WEST",1,1005624,5110042,1,1
511-331,230501-MULTI-Weekday-05,23006196-230501-MULTI-Weekday-05,"511A ZUM STEELES EAST",0,1005634,5110037,1,1
511-331,230501-MULTI-Weekday-05,23006197-230501-MULTI-Weekday-05,"511A ZUM STEELES WEST",1,1005622,5110042,1,1
511-331,230501-MULTI-Weekday-05,23006198-230501-MULTI-Weekday-05,"511A ZUM STEELES EAST",0,1005736,5110037,1,1
511-331,230501-MULTI-Weekday-05,23006201-230501-MULTI-Weekday-05,"511A ZUM STEELES WEST",1,1005634,5110042,1,1
511-331,230501-MULTI-Weekday-05,23006202-230501-MULTI-Weekday-05,"511A ZUM STEELES EAST",0,1005624,5110037,1,1
511-331,230501-MULTI-Weekday-05,23006203-230501-MULTI-Weekday-05,"511 ZUM STEELES EASTBOUND",0,1005614,5110039,1,1
511-331,230501-MULTI-Weekday-05,23006204-230501-MULTI-Weekday-05,"511A ZUM STEELES WEST",1,1005736,5110042,1,1
511-331,230501-MULTI-Weekday-05,23006205-230501-MULTI-Weekday-05,"511A ZUM STEELES EAST",0,1005622,5110037,1,1
511-331,230501-MULTI-Weekday-05,23006206-230501-MULTI-Weekday-05,"511A ZUM STEELES WEST",1,1005624,5110042,1,1
511-331,230501-MULTI-Weekday-05,23006207-230501-MULTI-Weekday-05,"511A ZUM STEELES EAST",0,1005634,5110037,1,1
511-331,230501-MULTI-Weekday-05,23006208-230501-MULTI-Weekday-05,"511 ZUM STEELES WESTBOUND",1,1005622,5110044,1,1
511-331,230501-MULTI-Weekday-05,23006209-230501-MULTI-Weekday-05,"511A ZUM STEELES EAST",0,1005736,5110037,1,1
511-331,230501-MULTI-Weekday-05,23006211-230501-MULTI-Weekday-05,"511A ZUM STEELES WEST",1,1005614,5110042,1,1
511-331,230501-MULTI-Weekday-05,23006212-230501-MULTI-Weekday-05,"511A ZUM STEELES EAST",0,1005624,5110037,1,1
215-331,230501-MULTI-Weekday-05,23006229-230501-MULTI-Weekday-05,"215 ST. THOMAS AM",0,1005648,2150016,1,1
216-331,230501-MULTI-Weekday-05,23006230-230501-MULTI-Weekday-05,"216 DAVID SUZUKI AM",1,1005649,2160006,1,1
214-331,230501-MULTI-Weekday-05,23006231-230501-MULTI-Weekday-05,"214 Cardinal Ambrozic AM",0,1005650,2140019,1,1
213-331,230501-MULTI-Weekday-05,23006236-230501-MULTI-Weekday-05,"213 St. Edmund AM",1,1005656,2130015,1,1
212-331,230501-MULTI-Weekday-05,23006241-230501-MULTI-Weekday-05,"212 St. Roch AM",1,1005655,2120007,1,1
211-331,230501-MULTI-Weekday-05,23006243-230501-MULTI-Weekday-05,"211 CHINGUACOUSY AM",1,1005660,2110012,1,1
209-331,230501-MULTI-Weekday-05,23006244-230501-MULTI-Weekday-05,"209 ST. AUGUSTINE AM",1,1005658,2090008,1,1
208-331,230501-MULTI-Weekday-05,23006249-230501-MULTI-Weekday-05,"208 MAYFIELD AM",0,1005661,2080019,1,1
206-331,230501-MULTI-Weekday-05,23006254-230501-MULTI-Weekday-05,"206 ST. AUGUSTINE AM",0,1005664,2060012,1,1
207-331,230501-MULTI-Weekday-05,23006255-230501-MULTI-Weekday-05,"207 MAYFIELD AM",0,1005665,2070019,1,1
205-331,230501-MULTI-Weekday-05,23006257-230501-MULTI-Weekday-05,"205 ST. THOMAS AM",0,1005667,2050026,1,1
206-331,230501-MULTI-Weekday-05,23006269-230501-MULTI-Weekday-05,"206 ST. AUGUSTINE PM",1,1005668,2060013,1,1
202-331,230501-MULTI-Weekday-05,23006270-230501-MULTI-Weekday-05,"202 MAYFIELD PM",1,1005671,2020013,1,1
205-331,230501-MULTI-Weekday-05,23006271-230501-MULTI-Weekday-05,"205 ST. THOMAS PM",1,1005670,2050027,1,1
211-331,230501-MULTI-Weekday-05,23006272-230501-MULTI-Weekday-05,"211 CHINGUACOUSY PM",0,1005659,2110011,1,1
209-331,230501-MULTI-Weekday-05,23006273-230501-MULTI-Weekday-05,"209 ST. AUGUSTINE PM",0,1005657,2090007,1,1
213-331,230501-MULTI-Weekday-05,23006274-230501-MULTI-Weekday-05,"213 St. Edmund PM",0,1005652,2130013,1,1
217-331,230501-MULTI-Weekday-05,23006275-230501-MULTI-Weekday-05,"217 ST. THOMAS AQUINAS PM",1,1005647,2170001,1,1
208-331,230501-MULTI-Weekday-05,23006276-230501-MULTI-Weekday-05,"208 MAYFIELD PM",1,1005662,2080017,1,1
214-331,230501-MULTI-Weekday-05,23006277-230501-MULTI-Weekday-05,"214 Cardinal Ambrozic PM",1,1005653,2140020,1,1
215-331,230501-MULTI-Weekday-05,23006279-230501-MULTI-Weekday-05,"215 ST. THOMAS PM",1,1005651,2150014,1,1
207-331,230501-MULTI-Weekday-05,23006280-230501-MULTI-Weekday-05,"207 MAYFIELD PM",1,1005666,2070017,1,1
207-331,230501-MULTI-Weekday-05,23006281-230501-MULTI-Weekday-05,"207 MAYFIELD PM",1,1005663,2070017,1,1
204-331,230501-MULTI-Weekday-05,23006284-230501-MULTI-Weekday-05,"204 MAYFIELD PM",1,1005669,2040007,1,1
212-331,230501-MULTI-Weekday-05,23006285-230501-MULTI-Weekday-05,"212 St. Roch PM",0,1005654,2120006,1,1
203-331,230501-MULTI-Weekday-05,23006286-230501-MULTI-Weekday-05,"203 MAYFIELD PM",1,1005672,2030002,1,1
202-331,230501-MULTI-Weekday-05,23006296-230501-MULTI-Weekday-05,"202 MAYFIELD AM",0,1005673,2020014,1,1
216-331,230501-MULTI-Weekday-05,23006297-230501-MULTI-Weekday-05,"216 DAVID SUZUKI PM",0,1005654,2160005,1,1
201-331,230501-MULTI-Weekday-05,23006304-230501-MULTI-Weekday-05,"201 MAYFIELD PM",1,1005674,2010008,1,1
201-331,230501-MULTI-Weekday-05,23006312-230501-MULTI-Weekday-05,"201 MAYFIELD AM",0,1005675,2010011,1,1
200-331,230501-MULTI-Weekday-05,23006313-230501-MULTI-Weekday-05,"200 TURNER FENTON PM",1,1005677,2000014,1,1
200-331,230501-MULTI-Weekday-05,23006316-230501-MULTI-Weekday-05,"200 TURNER FENTON AM",0,1005676,2000015,1,1
501-331,230501-MULTI-Weekday-05,23006318-230501-MULTI-Weekday-05,"501C ZUM QUEEN WEST-407",1,1005930,5010049,1,1
501-331,230501-MULTI-Weekday-05,23006319-230501-MULTI-Weekday-05,"501C ZUM QUEEN WEST-407",1,1005955,5010049,1,1
501-331,230501-MULTI-Weekday-05,23006320-230501-MULTI-Weekday-05,"501C ZUM QUEEN WEST-407",1,1005946,5010049,1,1
501-331,230501-MULTI-Weekday-05,23006321-230501-MULTI-Weekday-05,"501 ZUM QUEEN WESTBOUND",1,1005947,5010061,1,1
501-331,230501-MULTI-Weekday-05,23006322-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005933,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006323-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005935,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006324-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005937,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006325-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005939,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006326-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005941,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006327-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005944,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006328-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005918,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006329-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005946,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006330-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005929,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006331-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005955,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006332-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005920,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006333-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005935,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006334-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005950,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006335-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005939,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006336-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005941,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006337-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005944,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006338-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005918,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006339-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005946,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006340-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005956,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006341-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005948,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006342-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005955,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006343-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005929,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006344-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005935,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006345-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005950,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006346-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005939,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006347-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005930,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006348-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005944,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006349-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005918,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006350-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005914,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006351-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005956,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006352-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005948,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006353-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005946,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006354-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005929,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006355-230501-MULTI-Weekday-05,"501C ZUM QUEEN WEST-407",1,1005920,5010049,1,1
501-331,230501-MULTI-Weekday-05,23006356-230501-MULTI-Weekday-05,"501C ZUM QUEEN WEST-407",1,1005937,5010049,1,1
501-331,230501-MULTI-Weekday-05,23006357-230501-MULTI-Weekday-05,"501C ZUM QUEEN WEST-407",1,1005956,5010049,1,1
501-331,230501-MULTI-Weekday-05,23006358-230501-MULTI-Weekday-05,"501C ZUM QUEEN WEST-407",1,1005929,5010049,1,1
18-331,230501-MULTI-Weekday-05,23006389-230501-MULTI-Weekday-05,"SORRY...NOT IN SERVICE",1,1005901,180186,1,1
501-331,230501-MULTI-Weekday-05,23006390-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005955,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006391-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005935,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006392-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005929,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006393-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005948,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006394-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005930,5010054,1,1
501-331,230501-MULTI-Weekday-05,23006395-230501-MULTI-Weekday-05,"501C ZUM QUEEN EAST-407",0,1005937,5010054,1,1
561-331,230501-MULTI-Weekday-05,23006396-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST EB",0,1005754,5610001,1,1
561-331,230501-MULTI-Weekday-05,23006397-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST EB",0,1005755,5610001,1,1
561-331,230501-MULTI-Weekday-05,23006398-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST EB",0,1005756,5610001,1,1
561-331,230501-MULTI-Weekday-05,23006399-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST EB",0,1005754,5610001,1,1
561-331,230501-MULTI-Weekday-05,23006400-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST EB",0,1005755,5610001,1,1
561-331,230501-MULTI-Weekday-05,23006401-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST EB",0,1005756,5610001,1,1
561-331,230501-MULTI-Weekday-05,23006402-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST EB",0,1005754,5610001,1,1
561-331,230501-MULTI-Weekday-05,23006403-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST EB",0,1005755,5610001,1,1
561-331,230501-MULTI-Weekday-05,23006404-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST EB",0,1005756,5610001,1,1
561-331,230501-MULTI-Weekday-05,23006405-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005754,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006406-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005755,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006407-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005756,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006408-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005754,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006409-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005755,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006410-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005756,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006411-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005754,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006412-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005755,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006413-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005757,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006414-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005758,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006415-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005759,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006416-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005757,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006417-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005758,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006418-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005759,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006419-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005757,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006420-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005758,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006421-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005759,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006422-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005757,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006423-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005758,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006424-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005759,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006425-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST WB",1,1005757,5610002,1,1
561-331,230501-MULTI-Weekday-05,23006426-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST EB",0,1005757,5610001,1,1
561-331,230501-MULTI-Weekday-05,23006427-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST EB",0,1005758,5610001,1,1
561-331,230501-MULTI-Weekday-05,23006428-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST EB",0,1005759,5610001,1,1
561-331,230501-MULTI-Weekday-05,23006429-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST EB",0,1005757,5610001,1,1
561-331,230501-MULTI-Weekday-05,23006430-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST EB",0,1005758,5610001,1,1
561-331,230501-MULTI-Weekday-05,23006431-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST EB",0,1005759,5610001,1,1
561-331,230501-MULTI-Weekday-05,23006432-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST EB",0,1005757,5610001,1,1
561-331,230501-MULTI-Weekday-05,23006433-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST EB",0,1005758,5610001,1,1
561-331,230501-MULTI-Weekday-05,23006434-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST EB",0,1005759,5610001,1,1
561-331,230501-MULTI-Weekday-05,23006435-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST EB",0,1005757,5610001,1,1
561-331,230501-MULTI-Weekday-05,23006436-230501-MULTI-Weekday-05,"561 ZUM QUEEN WEST EB",0,1005758,5610001,1,1
